,Data Source,Import/Export,Date,HS Code,Product Description,Purchaser,Supplier,Weight,Quantity,Amount,Destination,Origin,Product,Month/Year
315,All of Vietnam,Export,2024-03-22,39232990.0,"Túi nhựa PET đã in Freeze Dried Mango 85g.Quy cách dùng để đựng:Freeze Dried Mango 85g. Nhãn hiệu Dan D Pak,KT: 130 x 190 x 45mm@1 thùng =5000cái, 1 cái =0.0071kg#&VN",Dan D Pak Usa,CTCP Thực Phẩm Dân Ôn,,5000.0,8.0,United States of America,Vietnam,Xoài sấy,2024-03
316,All of Vietnam,Export,2024-03-22,20089990.0,"Xoài sấy dẻo , nhãn hiệu- DRIED MANGO 100GR -Packing: 100Gr/Bag, 17 Bags/Showbox, 3 show boxes/Carton.. Hàng mới 100%#&VN",Liberty Orchards Company . Inc,Công ty TNHH MTV Tam Ngọc,,61200.0,990.8,United States of America,Vietnam,Xoài sấy,2024-03
317,All of Vietnam,Export,2024-02-29,20060000.0,"Xoài sấy dẻo - Dried Mango ( không nhãn hiệu ) , 10 kg/Carton. Hàng mới 100%#&VN","Guangxi Guojingyuan Food Co., Ltd.",Công ty TNHH Thương Mại Chế Biến Nông Sản Thực Phẩm Tuấn Đạt,,53000.0,4529.9,China,Vietnam,Xoài sấy,2024-02
318,All of Vietnam,Export,2024-02-26,20060000.0,DRIED MANGO - Xoài ướp đường sấy khô (net weight: 10kgs/ CTN). hàng mới 100%#&VN,"Zhejiang Wuhan Supply Chain Management Co.,Ltd.",Công ty TNHH Mtv Thực Phẩm Nhất Phẩm Việt Nam,,21310.0,2305.3,China,Vietnam,Xoài sấy,2024-02
319,All of Vietnam,Export,2024-02-26,20060000.0,DRIED MANGO - Xoài ướp đường sấy khô (net weight: 10kgs/CTN). hàng mới 100%#&VN,"Zhejiang Wuhan Supply Chain Management Co.,Ltd.",Công ty TNHH Mtv Thực Phẩm Nhất Phẩm Việt Nam,,83790.0,8778.0,China,Vietnam,Xoài sấy,2024-02
320,All of Vietnam,Export,2024-02-26,20060000.0,"Xoài sấy dẻo - Dried Mango , 10 kg/Carton. Hàng mới 100%#&VN",Segiz Llc,Công ty TNHH Thương Mại Chế Biến Nông Sản Thực Phẩm Tuấn Đạt,,26200.0,2751.2,Kyrgyzstan,Vietnam,Xoài sấy,2024-02
321,All of Vietnam,Export,2024-03-22,8045022.0,"Xoài cắt lát sấy chân không, đóng gói - YAMMY DRIED MANGO CHIPS, định lượng 18gram/gói, 3 gói/túi, 24 túi/thùng. Hàng mới 100%.#&VN",Jive Snacks,Công ty TNHH Xuất Nhập Khẩu Trung Giang,,14400.0,359.6,Vietnam,Vietnam,Xoài sấy,2024-03
322,All of Vietnam,Export,2024-03-20,20079990.0,"""SOFT DRIED MANGO - XOÀI SẤY DẺO 400GR/BAG MANUFACTURER: LE TRUNG THIEN COMPANY LIMITED -HÀNG QUÀ TẶNG, MỚI 100% ""#&VN",Pham Xuan Huong,Cá Nhân - Tổ Chức Không Có Mã Số Thuế,,15.0,0.9,Vietnam,Vietnam,Xoài sấy,2024-03
323,All of Vietnam,Export,2024-03-19,20089940.0,Xoài sấy dẻo cắt má (SOFT DRIED MANGO) ( HALF). Xuất xứ Việt Nam. Hàng mới 100%#&VN,Feinkost Sirin,Công ty TNHH Atl Global,,500.0,78.5,Germany,Vietnam,Xoài sấy,2024-03
324,All of Vietnam,Export,2024-03-19,20089940.0,Xoài sấy dẻo dạng que (SOFT DRIED MANGO) (STICK). Xuất xứ Việt Nam. Hàng mới 100%#&VN,Feinkost Sirin,Công ty TNHH Atl Global,,100.0,24.2,Germany,Vietnam,Xoài sấy,2024-03
325,All of Vietnam,Export,2024-02-21,20060000.0,"Xoài tẩm đường sấy dẻo - DRIED WHOLE MANGO PACKED IN 7OG, đóng gói: 70grams/ bag. Hàng mới 100%#&VN",Sc Cintro Com Srl,Công ty TNHH Xuất Khẩu Chuối Minh Châu,,17885.0,2126.9,Russia,Vietnam,Xoài sấy,2024-02
326,All of Vietnam,Export,2024-02-19,20060000.0,"Xoài sấy dẻo - Dried Mango , 10 kg/Carton. Hàng mới 100%#&VN",Segiz Llc,Công ty TNHH Thương Mại Chế Biến Nông Sản Thực Phẩm Tuấn Đạt,,26200.0,2836.0,Kyrgyzstan,Vietnam,Xoài sấy,2024-02
327,All of Vietnam,Export,2024-02-19,20060000.0,"Xoài sấy dẻo - Dried Mango , 10 kg/Carton. Hàng mới 100%#&VN",Segiz Llc,Công ty TNHH Thương Mại Chế Biến Nông Sản Thực Phẩm Tuấn Đạt,,25220.0,2729.9,Kyrgyzstan,Vietnam,Xoài sấy,2024-02
328,All of Vietnam,Export,2024-03-18,20060000.0,"Xoài sấy dẻo hiệu Chuồn Chuồn,SOFT DRIED MANGO đóng gói: 500g/hộp, 18 hộp/thùng. Hàng mới 100%#&VN","Ar1 Group, Inc.",Công ty TNHH MTV Đầu Tư Thương Mại Phát Triển Phúc An,,100.0,154.1,United States of America,Vietnam,Xoài sấy,2024-03
329,All of Vietnam,Export,2024-03-18,20089990.0,"Xoài sấy muối ớt /Dried Mango with Salt and Chili/ nhãn hiệu TÂN THÀNH NGÂN - 300g/hũ, 24 hũ/thùng, 20 thùng- boxes. hàng mới 100%#&VN","Tien Thien Thanh International Trade Co., Ltd",Công ty TNHH Thương Mại Quốc Tế Tân Phú Quý,,20.0,9.2,Taiwan,Vietnam,Xoài sấy,2024-03
330,All of Vietnam,Export,2024-03-18,20060000.0,"DRIED MANGO, WEIGHT: 0.5KG/BAG,MFG: VI ZA FOOD, THTV: XOÀI SẤY#&VN",Jessica Phan,Công ty TNHH Thương Mại Dịch Vụ T.T Quốc Tế,,2.0,0.2,United States of America,Vietnam,Xoài sấy,2024-03
331,All of Vietnam,Export,2024-02-19,20060000.0,"Xoài Sấy Dẻo - Dried Soft Mango. Quy cách: 100 gram/1 túi; 1 carton/ 200 túi. Nhãn hiệu: EXPAD, sản xuất tại VN. Hàng mới 100%#&VN",Hnh Trade,Công ty TNHH Xuất Nhập Khẩu Expad,,1000.0,165.0,South Korea,Vietnam,Xoài sấy,2024-02
332,All of Vietnam,Export,2024-03-16,20089990.0,"Xoài sấy dẻo, nhãn hiệu- DRIED MANGO 300GR - Packing: 300Gr/Bag, 65 Bags/Carton.Hàng mới 100%#&VN",Uab Atlantic Way,Công ty TNHH MTV Tam Ngọc,,7020.0,861.0,Lithuania,Vietnam,Xoài sấy,2024-03
333,All of Vietnam,Export,2024-02-07,20060000.0,DRIED MANGO - Xoài ướp đường sấy khô (net weight: 10kgs/CTN). hàng mới 100%#&VN,China Plaited Products Imp. & Exp. Corp.Ltd.,Công ty TNHH Mtv Thực Phẩm Nhất Phẩm Việt Nam,,2080.0,188.1,China,Vietnam,Xoài sấy,2024-02
334,All of Vietnam,Export,2024-03-16,20060000.0,"""DRIED MANGO 1KG/BAG - CHUỐI SẤY , NSX: DALAVI CO.,LTD , HÀNG QUÀ TẶNG MỚI 100%.""#&VN",Thuy Huynh,Cá Nhân - Tổ Chức Không Có Mã Số Thuế,,3.0,0.2,Vietnam,Vietnam,Xoài sấy,2024-03
335,All of Vietnam,Export,2024-02-07,20060000.0,DRIED MANGO - Xoài ướp đường sấy khô (net weight: 10kgs/CTN). hàng mới 100%#&VN,China Plaited Products Imp. & Exp. Corp.Ltd.,Công ty TNHH Mtv Thực Phẩm Nhất Phẩm Việt Nam,,21550.0,2314.1,China,Vietnam,Xoài sấy,2024-02
336,All of Vietnam,Export,2024-02-07,20060000.0,DRIED MANGO - Xoài ướp đường sấy khô (net weight: 10kgs/CTN). hàng mới 100%#&VN,China Plaited Products Imp. & Exp. Corp.Ltd.,Công ty TNHH Mtv Thực Phẩm Nhất Phẩm Việt Nam,,55870.0,5809.9,China,Vietnam,Xoài sấy,2024-02
337,All of Vietnam,Export,2024-02-06,20060000.0,"Xoài sấy dẻo - Dried Mango , 10 kg/Carton. Hàng mới 100%#&VN","Guangxi Guo Feng Food Co., Ltd",Công ty TNHH Thương Mại Chế Biến Nông Sản Thực Phẩm Tuấn Đạt,,53000.0,4496.5,China,Vietnam,Xoài sấy,2024-02
338,All of Vietnam,Export,2024-03-15,20089990.0,"Xoài sấy dẻo, nhãn hiệu- DRIED MANGO 500GR - Packing:500Gr/Tray, 20 Trays/Carton.Hàng mới 100%#&VN",Uab Atlantic Way,Công ty TNHH MTV Tam Ngọc,,24000.0,2767.0,Lithuania,Vietnam,Xoài sấy,2024-03
339,All of Vietnam,Export,2024-02-06,20060000.0,"Xoài sấy dẻo - Dried Mango , 10 kg/Carton. Hàng mới 100%#&VN","Nanning Overseas Chinese Investment Zone Sen Jing Yuan Food Co., Ltd",Công ty TNHH Thương Mại Chế Biến Nông Sản Thực Phẩm Tuấn Đạt,,26500.0,2248.3,China,Vietnam,Xoài sấy,2024-02
340,All of Vietnam,Export,2024-02-06,20060000.0,"Xoài sấy dẻo - Dried Mango , 10 kg/Carton. Hàng mới 100%#&VN","Guangxi Chengju Food Co., Ltd.",Công ty TNHH Thương Mại Chế Biến Nông Sản Thực Phẩm Tuấn Đạt,,26500.0,2248.3,China,Vietnam,Xoài sấy,2024-02
341,All of Vietnam,Export,2024-03-14,20060000.0,"""DRIED MANGO ( L ANG FARM ): XOÀI SẤY BRAND: L ANG FARM (500G/BAG) MANUFACTURE: VIET XUAN COMPANY -HÀNG QUÀ TẶNG, MỚI 100% ""#&VN",Tu Danh,Công ty TNHH Thương Mại Và Dịch Vụ Đắc Hội,,2.0,0.2,Vietnam,Vietnam,Xoài sấy,2024-03
342,All of Vietnam,Export,2024-03-13,20060000.0,"""DRIED MANGO ( 600 GRAM/UNK ),XOÀI SẤY (600 GRAM/HỘP) MFG: THANH LONG JAM CAKE COMPANY LIMITED ,HÀNG QUÀ TẶNG- MỚI 100%""#&VN",Ngoc Tran,Công ty TNHH Quốc Tế Htl,,15.0,0.4,United States of America,Vietnam,Xoài sấy,2024-03
343,All of Vietnam,Export,2024-03-13,20089990.0,XD80M#&Xoài sấy dẻo - Dried Mango (80g); Hàng mới 100%#&VN,"Dole Korea, Ltd.",CTCP Công Nghệ Thực Phẩm Lương Gia,,1680.0,818.9,South Korea,Vietnam,Xoài sấy,2024-03
344,All of Vietnam,Export,2024-02-02,20060000.0,"Xoài lát sấy khô ( đã tẩm đường) - DRIED MANGO SLICES 6OZ/BAG, Hàng mới 100%#&VN",Excom General Trading Llc,Công ty TNHH MTV Tam Ngọc,,72600.0,1418.9,United Arab Emirates,Vietnam,Xoài sấy,2024-02
345,All of Vietnam,Export,2024-02-01,20060000.0,"Xoài tẩm đường sấy dẻo - DRIED MANGO ""ECOVITA"" brand. đóng gói: 100gram/ bag. 70 bags/carton. Hàng mới 100% (hàng F.O.C. không có giá trị thanh toán)#&VN",Sutl Bimex Llc,Công ty TNHH Xuất Khẩu Chuối Minh Châu,,525.0,76.5,Mongolia,Vietnam,Xoài sấy,2024-02
346,All of Vietnam,Export,2024-03-12,20060000.0,"""DRIED MANGO (INCLUDES 2 BAGS, EACH BAG 35G - XOÀI SẤY),MFG: FNV "", HÀNG QUÀ TẶNG- MỚI 100%#&VN",Ngoc Tran,Công ty TNHH Thương Mại-Dịch Vụ Long Hưng Phát,,2.0,0.1,United States of America,Vietnam,Xoài sấy,2024-03
347,All of Vietnam,Export,2024-03-12,20089990.0,"Xoài sấy loại 2 , DRIED MANGO 500GR GRADE 2 - Packing: 500Gr/Bag, 40 Bags/Carton.Hàng mới 100%#&VN",Kg Bio Llc,Công ty TNHH MTV Tam Ngọc,,5000.0,453.8,Kyrgyzstan,Vietnam,Xoài sấy,2024-03
348,All of Vietnam,Export,2024-03-12,20089990.0,"Xoài sấy được xếp trong hộp loại 1 , DRIED MANGO IN PLASTIC BOX 1KG GRADE 1 - Packing: 1Kg/Box, 16 Boxes/Carton.Hàng mới 100%#&VN",Kg Bio Llc,Công ty TNHH MTV Tam Ngọc,,10000.0,1091.6,Kyrgyzstan,Vietnam,Xoài sấy,2024-03
349,All of Vietnam,Export,2024-03-12,20089990.0,"Xoài sấy được xếp trong túi loại 1 , DRIED MANGO IN ZIPPER BAG 500GR GRADE 1 - Packing: 500Gr/Bag, 40 Bags/Carton.Hàng mới 100%#&VN",Kg Bio Llc,Công ty TNHH MTV Tam Ngọc,,10000.0,907.6,Kyrgyzstan,Vietnam,Xoài sấy,2024-03
350,All of Vietnam,Export,2024-02-01,20060000.0,"Xoài tẩm đường sấy dẻo - DRIED MANGO ""ECOVITA"" brand. đóng gói: 100gram/ bag. 70 bags/carton. Hàng mới 100%#&VN",Sutl Bimex Llc,Công ty TNHH Xuất Khẩu Chuối Minh Châu,,2779.0,407.3,Mongolia,Vietnam,Xoài sấy,2024-02
351,All of Vietnam,Export,2024-01-29,20060000.0,"Xoài sấy dẻo - Dried Mango , 10 kg/Carton. Hàng mới 100%#&VN","Guangxi Guojingyuan Food Co., Ltd.",Công ty TNHH Thương Mại Chế Biến Nông Sản Thực Phẩm Tuấn Đạt,,53000.0,4531.8,China,Vietnam,Xoài sấy,2024-01
352,All of Vietnam,Export,2024-03-12,20060000.0,"Xoài sấy dẻo / SOFT DRIED MANGO 150G, quy cách: 24 hộp/thùng, nhãn hiệu: TOPVALU, hàng mới 100%#&VN",Aeon Co.(M) Bhd,Công ty TNHH Aeon Topvalu Việt Nam,,2400.0,107.1,Malaysia,Vietnam,Xoài sấy,2024-03
353,All of Vietnam,Export,2024-01-29,20060000.0,"Xoài sấy dẻo - Dried Mango , 10 kg/Carton. Hàng mới 100%#&VN","Nanning Overseas Chinese Investment Zone Sen Jing Yuan Food Co., Ltd",Công ty TNHH Thương Mại Chế Biến Nông Sản Thực Phẩm Tuấn Đạt,,26500.0,2265.9,China,Vietnam,Xoài sấy,2024-01
354,All of Vietnam,Export,2024-03-12,20060000.0,DRIED MANGO - Xoài ướp đường sấy khô (net weight: 15kgs/ PK). hàng mới 100%#&VN,"Zhejiang Wuhan Supply Chain Management Co.,Ltd.",Công ty TNHH Mtv Thực Phẩm Nhất Phẩm Việt Nam,,26250.0,2717.3,China,Vietnam,Xoài sấy,2024-03
355,All of Vietnam,Export,2024-03-12,20060000.0,DRIED MANGO - Xoài ướp đường sấy khô (net weight: 10kgs/ PK). hàng mới 100%#&VN,"Zhejiang Wuhan Supply Chain Management Co.,Ltd.",Công ty TNHH Mtv Thực Phẩm Nhất Phẩm Việt Nam,,20290.0,2170.0,China,Vietnam,Xoài sấy,2024-03
356,All of Vietnam,Export,2024-03-12,20060000.0,DRIED MANGO - Xoài ướp đường sấy khô (net weight: 10kgs/PK). hàng mới 100%#&VN,"Zhejiang Wuhan Supply Chain Management Co.,Ltd.",Công ty TNHH Mtv Thực Phẩm Nhất Phẩm Việt Nam,,28750.0,2976.1,China,Vietnam,Xoài sấy,2024-03
357,All of Vietnam,Export,2024-01-29,20060000.0,"Xoài sấy dẻo - Dried Mango , 10 kg/Carton. Hàng mới 100%#&VN","Guangxi Guo Feng Food Co., Ltd",Công ty TNHH Thương Mại Chế Biến Nông Sản Thực Phẩm Tuấn Đạt,,26500.0,2265.9,China,Vietnam,Xoài sấy,2024-01
358,All of Vietnam,Export,2024-03-11,20060000.0,"Xoài sấy dẻo thái lát- Dried Mango (Candied Fruit) đã đóng gói, 200g/bag/50 bag/10kgs/ thùng. NSX: 11/03/2024 ,HSD: 10/03/2025, NSX: Công ty CP Phú Qúy Gia Việt Nam. Hàng mới 100%#&VN",Shd Planning,CTCP Phú Quý Gia Việt Nam,,320.0,60.2,South Korea,Vietnam,Xoài sấy,2024-03
359,All of Vietnam,Export,2024-03-11,8045022.0,"Xoài sấy dẻo - Mangoes dried, đóng gói 10kg/thùng. Hàng mới 100%#&VN",Llc (Renaissance Traiding House),Công ty TNHH V.Kaus,,27000.0,3223.6,Russia,Vietnam,Xoài sấy,2024-03
360,All of Vietnam,Export,2024-01-29,20060000.0,"Xoài sấy dẻo - Dried Mango , 10 kg/Carton. Hàng mới 100%#&VN","Guangxi Chengju Food Co., Ltd.",Công ty TNHH Thương Mại Chế Biến Nông Sản Thực Phẩm Tuấn Đạt,,26500.0,2265.9,China,Vietnam,Xoài sấy,2024-01
361,All of Vietnam,Export,2024-03-09,20089990.0,"Xoài sấy dẻo - Soft Dried Mango. Quy cách: 10kg/túi/ thùng, NSX:05/03/2024,06/03/2024. HSD:05/03/2025,06/03/2025 .Hàng mới 100%#&VN","Ajigen Co.,Ltd",Công ty TNHH Thương Mại Trung Minh Thành,,3000.0,448.7,Japan,Vietnam,Xoài sấy,2024-03
362,All of Vietnam,Export,2024-01-25,20060000.0,DRIED MANGO - Xoài ướp đường sấy khô (net weight: 10kgs/CTN). hàng mới 100%#&VN,China Plaited Products Imp. & Exp. Corp.Ltd.,Công ty TNHH Mtv Thực Phẩm Nhất Phẩm Việt Nam,,41810.0,4394.2,China,Vietnam,Xoài sấy,2024-01
363,All of Vietnam,Export,2024-01-25,20060000.0,DRIED MANGO - Xoài ướp đường sấy khô (net weight: 10kgs/CTN). hàng mới 100%#&VN,China Plaited Products Imp. & Exp. Corp.Ltd.,Công ty TNHH Mtv Thực Phẩm Nhất Phẩm Việt Nam,,3510.0,320.1,China,Vietnam,Xoài sấy,2024-01
364,All of Vietnam,Export,2024-01-25,20060000.0,DRIED MANGO - Xoài ướp đường sấy khô (net weight: 10kgs/CTN). hàng mới 100%#&VN,China Plaited Products Imp. & Exp. Corp.Ltd.,Công ty TNHH Mtv Thực Phẩm Nhất Phẩm Việt Nam,,7680.0,833.4,China,Vietnam,Xoài sấy,2024-01
365,All of Vietnam,Export,2024-01-22,20060000.0,"XOÀI SẤY DẺO (SOFT DRIED MANGO), PACKING: 100 GR X 50 PCS ( 1 BAG/100 GR, 50 BAG/1 CTNS ). HÀNG MỚI 100%#&VN","Dalat, Spol. S R.O.",CTCP Sala Fruit,,30.0,32.9,Vietnam,Vietnam,Xoài sấy,2024-01
366,All of Vietnam,Export,2024-01-15,20060000.0,"Xoài sấy dẻo - Dried Mango , 10 kg/Carton. Hàng mới 100%#&VN","Hainan Tiger Smell Supply Chain Co., Ltd",Công ty TNHH Thương Mại Chế Biến Nông Sản Thực Phẩm Tuấn Đạt,,52000.0,4421.7,China,Vietnam,Xoài sấy,2024-01
367,All of Vietnam,Export,2024-01-15,20060000.0,"Xoài sấy khô, 3% đường, DRIED MANGO (3% SUGAR), đóng gói: 0.5 KG/ BAG, 40 BAGS/CARTON, không nhãn hiệu. Hàng mới 100%#&VN",A To Fruit Limited Liability Company,Công ty TNHH MTV Thủy Yến,,5000.0,607.4,Vietnam,Vietnam,Xoài sấy,2024-01
368,All of Vietnam,Export,2024-01-13,20060000.0,DRIED MANGO - Xoài ướp đường sấy khô (net weight: 10kgs/CTN). hàng mới 100%#&VN,China Plaited Products Imp. & Exp. Corp.Ltd.,Công ty TNHH Mtv Thực Phẩm Nhất Phẩm Việt Nam,,8330.0,568.2,China,Vietnam,Xoài sấy,2024-01
369,All of Vietnam,Export,2024-01-13,20060000.0,DRIED MANGO - Xoài ướp đường sấy khô (net weight: 10kgs/CTN). hàng mới 100%#&VN,China Plaited Products Imp. & Exp. Corp.Ltd.,Công ty TNHH Mtv Thực Phẩm Nhất Phẩm Việt Nam,,2240.0,202.7,China,Vietnam,Xoài sấy,2024-01
370,All of Vietnam,Export,2024-03-05,20060000.0,"""DRIED MANGO - XOÀI SẤY DẺO (500G/BAG) ,MFG : VNLINK INTERNATIONAL TRANSPORTATION COMPANY LIMITED ,HÀNG QUÀ TẶNG- MỚI 100%""#&VN",Minh Quach,Công ty TNHH Dịch Vụ Phương Bình An,,1.0,0.1,United States of America,Vietnam,Xoài sấy,2024-03
371,All of Vietnam,Export,2024-03-05,8045022.0,"Xoài sấy khô - Dried mangoes, đóng gói 2kg/thùng. Hàng mới 100%#&VN",Nutin Sp. Z O. O.,Công ty TNHH V.Kaus,,4.0,1.5,Vietnam,Vietnam,Xoài sấy,2024-03
372,All of Vietnam,Export,2024-03-05,8045022.0,"Xoài sấy dẻo không đường - Dried Mangoes no sugar, đóng gói 20kg/thùng. Hàng mới 100%#&VN",Nutin Sp. Z O. O.,Công ty TNHH V.Kaus,,200.0,26.4,Vietnam,Vietnam,Xoài sấy,2024-03
373,All of Vietnam,Export,2024-03-05,20089940.0,"XOÀI SẤY DẺO (SOFT DRIED MANGO), 500G*20PACKS/CARTON. HÀNG MỚI 100%#&VN","Tiekeju Gildija, Uab",Công ty TNHH Atl Global,,21630.0,2811.7,Lithuania,Vietnam,Xoài sấy,2024-03
374,All of Vietnam,Export,2024-01-13,20060000.0,DRIED MANGO - Xoài ướp đường sấy khô (net weight: 10kgs/CTN). hàng mới 100%#&VN,China Plaited Products Imp. & Exp. Corp.Ltd.,Công ty TNHH Mtv Thực Phẩm Nhất Phẩm Việt Nam,,15380.0,1603.5,China,Vietnam,Xoài sấy,2024-01
375,All of Vietnam,Export,2024-03-04,20060000.0,"""DRIED MANGO: XOÀI SẤY DẺO (500G/BAG) PNC: MANUFACTURER: THU THAO -HÀNG QUÀ TẶNG, MỚI 100% ""#&VN",Grace Duong,Cá Nhân - Tổ Chức Không Có Mã Số Thuế,,6.0,0.2,Vietnam,Vietnam,Xoài sấy,2024-03
376,All of Vietnam,Export,2024-01-13,20060000.0,DRIED MANGO - Xoài ướp đường sấy khô (net weight: 10kgs/CTN). hàng mới 100%#&VN,China Plaited Products Imp. & Exp. Corp.Ltd.,Công ty TNHH Mtv Thực Phẩm Nhất Phẩm Việt Nam,,27050.0,2911.8,China,Vietnam,Xoài sấy,2024-01
377,All of Vietnam,Export,2024-01-12,20060000.0,"Xoài sấy dẻo - Dried Mango , 10 kg/Carton. Hàng mới 100%#&VN",Novus Garant Llc,Công ty TNHH Thương Mại Chế Biến Nông Sản Thực Phẩm Tuấn Đạt,,25220.0,2720.9,Kyrgyzstan,Vietnam,Xoài sấy,2024-01
378,All of Vietnam,Export,2024-01-12,20060000.0,"Xoài sấy dẻo - Dried Mango , 10 kg/Carton. Hàng mới 100%#&VN",Novus Garant Llc,Công ty TNHH Thương Mại Chế Biến Nông Sản Thực Phẩm Tuấn Đạt,,25220.0,2720.9,Kyrgyzstan,Vietnam,Xoài sấy,2024-01
379,All of Vietnam,Export,2024-01-12,20060000.0,DRIED MANGO - Xoài ướp đường sấy khô (net weight: 10kgs/CTN). hàng mới 100%#&VN,"Yiwu Kaihe Import And Export Co.,Ltd",Công ty TNHH Mtv Thực Phẩm Nhất Phẩm Việt Nam,,56000.0,5838.5,China,Vietnam,Xoài sấy,2024-01
380,All of Vietnam,Export,2023-12-29,20060000.0,"Xoài lát sấy khô ( đã tẩm đường) - DRIED MANGO SLICES, Packing: 10 kgs ( net)/Carton, Hàng mới 100%#&VN",Expo Commodities Dmcc,Công ty TNHH MTV Tam Ngọc,,22.0,2312.1,United Arab Emirates,Vietnam,Xoài sấy,2023-12
381,All of Vietnam,Export,2023-12-29,20060000.0,DRIED MANGO - Xoài ướp đường sấy khô (net weight: 10kgs/CTN). hàng mới 100%#&VN,"Yiwu Kaihe Import And Export Co.,Ltd",Công ty TNHH Mtv Thực Phẩm Nhất Phẩm Việt Nam,,28000.0,2760.0,China,Vietnam,Xoài sấy,2023-12
382,All of Vietnam,Export,2024-03-02,20060000.0,"Xoài sấy dẻo (NLF Soft dried mango). 75g/gói,30 gói/thùng. Hiệu: VN NLF. Hàng mới 100%#&VN",Herman Kuijper Bv,Công ty TNHH Thương Mại Xuất Nhập Khẩu Phạm Gia Phát,,548.0,234.9,Netherlands,Vietnam,Xoài sấy,2024-03
383,All of Vietnam,Export,2024-03-02,20060000.0,"""SPICY SOFT DRIED MANGO: XOÀI SẤY DẺO MUỐI ỚT (500G/BAG) ,MFG: NGOC LINH NHA TRANG SPECIALTIES ,HÀNG TẶNG- MỚI 100%""#&VN",Le My Le,Cá Nhân - Tổ Chức Không Có Mã Số Thuế,,1.0,0.0,Vietnam,Vietnam,Xoài sấy,2024-03
384,All of Vietnam,Export,2024-03-02,20060000.0,"""DRIED MANGO / XOÀI SẤY 1 BAG= 500 GRAM , NSX: QUA DA NANG , HÀNG QUÀ TẶNG MỚI 100%.""#&VN",Phuong Huynh,Công ty TNHH Đại Phát Nguyên,,1.0,0.1,United States of America,Vietnam,Xoài sấy,2024-03
385,All of Vietnam,Export,2023-12-19,20060000.0,DRIED MANGO - Xoài ướp đường sấy khô (net weight: 10kgs/CTN). hàng mới 100%#&VN,China Plaited Products Imp. & Exp. Corp.Ltd.,Công ty TNHH Mtv Thực Phẩm Nhất Phẩm Việt Nam,,8840.0,749.3,China,Vietnam,Xoài sấy,2023-12
386,All of Vietnam,Export,2023-12-19,20060000.0,DRIED MANGO - Xoài ướp đường sấy khô (net weight: 10kgs/CTN). hàng mới 100%#&VN,China Plaited Products Imp. & Exp. Corp.Ltd.,Công ty TNHH Mtv Thực Phẩm Nhất Phẩm Việt Nam,,17030.0,1730.5,China,Vietnam,Xoài sấy,2023-12
387,All of Vietnam,Export,2023-12-15,20060000.0,"Xoài sấy dẻo / SOFT DRIED MANGO 100G, quy cách: 50 gói/thùng, nhãn hiệu: TOPVALU, hàng mới 100%#&VN",Aeon Co. (M) Bhd,Công ty TNHH Aeon Topvalu Việt Nam,,5000.0,160.2,Malaysia,Vietnam,Xoài sấy,2023-12
388,All of Vietnam,Export,2023-12-15,20060000.0,"Xoài sấy dẻo, nhãn hiệu- SOFT DRIED MANGO SLICE 200GR. Hàng mới 100%#&VN",Sei Wha Corp,Công ty TNHH MTV Tam Ngọc,,1000.0,141.6,South Korea,Vietnam,Xoài sấy,2023-12
389,All of Vietnam,Export,2023-12-15,20060000.0,"Xoài sấy dẻo, nhãn hiệu- SOFT DRIED MANGO SLICE 300GR. Hàng mới 100%#&VN",Sei Wha Corp,Công ty TNHH MTV Tam Ngọc,,1206.0,170.8,South Korea,Vietnam,Xoài sấy,2023-12
390,All of Vietnam,Export,2024-03-01,8109099.0,"""SOFT DRIED MANGO: XOÀI SẤY DẺO (200GR/BAG) MFG: BRANCH YUTH FOODS - MT FOOD PRODUCE AND TRADE IMPORT EXPORT CO., LTD ""#&VN",Ms Anh Nhat,Cá Nhân - Tổ Chức Không Có Mã Số Thuế,,45.0,0.7,Vietnam,Vietnam,Xoài sấy,2024-03
391,All of Vietnam,Export,2023-12-15,20060000.0,DRIED MANGO - Xoài ướp đường sấy khô (net weight: 10kgs/CTN). hàng mới 100%#&VN,"Zhejiang Wuhan Supply Chain Management Co.,Ltd.",Công ty TNHH Mtv Thực Phẩm Nhất Phẩm Việt Nam,,54000.0,5307.5,China,Vietnam,Xoài sấy,2023-12
392,All of Vietnam,Export,2024-03-01,20089990.0,Xoài sấy dẻo - Dried Mango (5kg - bag); Hàng mới 100%#&VN,"Llc ""Prime Mega Food """,Công ty TNHH Thực Phẩm Nodavi,,2000.0,219.8,Ukraine,Vietnam,Xoài sấy,2024-03
